phen_id,trait_type,phenocode,pheno_sex,coding,modifier,description,category,n_cases_EUR,filename
3603,categorical,6151,both_sexes,2,,Fractured bone site(s),UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medical conditions,2700.0,categorical-6151-both_sexes-2.tsv.bgz
3604,categorical,6151,both_sexes,3,,Fractured bone site(s),UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medical conditions,739.0,categorical-6151-both_sexes-3.tsv.bgz
3605,categorical,6151,both_sexes,4,,Fractured bone site(s),UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medical conditions,937.0,categorical-6151-both_sexes-4.tsv.bgz
3606,categorical,6151,both_sexes,5,,Fractured bone site(s),UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medical conditions,8352.0,categorical-6151-both_sexes-5.tsv.bgz
3607,categorical,6151,both_sexes,6,,Fractured bone site(s),UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medical conditions,4268.0,categorical-6151-both_sexes-6.tsv.bgz
3608,categorical,6151,both_sexes,7,,Fractured bone site(s),UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medical conditions,21833.0,categorical-6151-both_sexes-7.tsv.bgz
3609,categorical,6152,both_sexes,100,,"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor",UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medical conditions,285088.0,categorical-6152-both_sexes-100.tsv.bgz
3610,categorical,6152,both_sexes,5,,"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor",UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medical conditions,8632.0,categorical-6152-both_sexes-5.tsv.bgz
3611,categorical,6152,both_sexes,6,,"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor",UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medical conditions,7151.0,categorical-6152-both_sexes-6.tsv.bgz
3612,categorical,6152,both_sexes,7,,"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor",UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medical conditions,3493.0,categorical-6152-both_sexes-7.tsv.bgz
3613,categorical,6152,both_sexes,8,,"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor",UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medical conditions,48560.0,categorical-6152-both_sexes-8.tsv.bgz
3614,categorical,6152,both_sexes,9,,"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor",UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medical conditions,96547.0,categorical-6152-both_sexes-9.tsv.bgz
3615,categorical,6153,both_sexes,1,,"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones",UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication,28682.0,categorical-6153-both_sexes-1.tsv.bgz
3616,categorical,6153,both_sexes,100,,"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones",UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication,155991.0,categorical-6153-both_sexes-100.tsv.bgz
3617,categorical,6153,both_sexes,2,,"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones",UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication,39507.0,categorical-6153-both_sexes-2.tsv.bgz
3618,categorical,6153,both_sexes,3,,"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones",UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication,1733.0,categorical-6153-both_sexes-3.tsv.bgz
3619,categorical,6153,both_sexes,4,,"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones",UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication,16787.0,categorical-6153-both_sexes-4.tsv.bgz
3620,categorical,6153,both_sexes,5,,"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones",UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication,5875.0,categorical-6153-both_sexes-5.tsv.bgz
3621,categorical,6154,both_sexes,1,,"Medication for pain relief, constipation, heartburn",UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication,58710.0,categorical-6154-both_sexes-1.tsv.bgz
3622,categorical,6154,both_sexes,100,,"Medication for pain relief, constipation, heartburn",UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication,229594.0,categorical-6154-both_sexes-100.tsv.bgz
3623,categorical,6154,both_sexes,2,,"Medication for pain relief, constipation, heartburn",UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication,61774.0,categorical-6154-both_sexes-2.tsv.bgz
3624,categorical,6154,both_sexes,3,,"Medication for pain relief, constipation, heartburn",UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication,91666.0,categorical-6154-both_sexes-3.tsv.bgz
3625,categorical,6154,both_sexes,4,,"Medication for pain relief, constipation, heartburn",UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication,8003.0,categorical-6154-both_sexes-4.tsv.bgz
3626,categorical,6154,both_sexes,5,,"Medication for pain relief, constipation, heartburn",UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication,25219.0,categorical-6154-both_sexes-5.tsv.bgz
3627,categorical,6154,both_sexes,6,,"Medication for pain relief, constipation, heartburn",UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication,12120.0,categorical-6154-both_sexes-6.tsv.bgz
3628,categorical,6155,both_sexes,1,,Vitamin and mineral supplements,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication,7844.0,categorical-6155-both_sexes-1.tsv.bgz
3629,categorical,6155,both_sexes,100,,Vitamin and mineral supplements,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication,287888.0,categorical-6155-both_sexes-100.tsv.bgz
3630,categorical,6155,both_sexes,2,,Vitamin and mineral supplements,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication,17159.0,categorical-6155-both_sexes-2.tsv.bgz
3631,categorical,6155,both_sexes,3,,Vitamin and mineral supplements,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication,35691.0,categorical-6155-both_sexes-3.tsv.bgz
3632,categorical,6155,both_sexes,4,,Vitamin and mineral supplements,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication,15868.0,categorical-6155-both_sexes-4.tsv.bgz
3633,categorical,6155,both_sexes,5,,Vitamin and mineral supplements,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication,11968.0,categorical-6155-both_sexes-5.tsv.bgz
3634,categorical,6155,both_sexes,6,,Vitamin and mineral supplements,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication,8841.0,categorical-6155-both_sexes-6.tsv.bgz
3635,categorical,6155,both_sexes,7,,Vitamin and mineral supplements,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication,89762.0,categorical-6155-both_sexes-7.tsv.bgz
3636,categorical,6156,both_sexes,100,,Manic/hyper symptoms,UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Mental health,10101.0,categorical-6156-both_sexes-100.tsv.bgz
3637,categorical,6156,both_sexes,11,,Manic/hyper symptoms,UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Mental health,6947.0,categorical-6156-both_sexes-11.tsv.bgz
3638,categorical,6156,both_sexes,12,,Manic/hyper symptoms,UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Mental health,5818.0,categorical-6156-both_sexes-12.tsv.bgz
3639,categorical,6156,both_sexes,13,,Manic/hyper symptoms,UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Mental health,3785.0,categorical-6156-both_sexes-13.tsv.bgz
3640,categorical,6156,both_sexes,14,,Manic/hyper symptoms,UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Mental health,3282.0,categorical-6156-both_sexes-14.tsv.bgz
3641,categorical,6156,both_sexes,15,,Manic/hyper symptoms,UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Mental health,2771.0,categorical-6156-both_sexes-15.tsv.bgz
3642,categorical,6157,both_sexes,1,,Why stopped smoking,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Smoking,12458.0,categorical-6157-both_sexes-1.tsv.bgz
3643,categorical,6157,both_sexes,100,,Why stopped smoking,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Smoking,20782.0,categorical-6157-both_sexes-100.tsv.bgz
3644,categorical,6157,both_sexes,2,,Why stopped smoking,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Smoking,7428.0,categorical-6157-both_sexes-2.tsv.bgz
3645,categorical,6157,both_sexes,3,,Why stopped smoking,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Smoking,64752.0,categorical-6157-both_sexes-3.tsv.bgz
3646,categorical,6157,both_sexes,4,,Why stopped smoking,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Smoking,25507.0,categorical-6157-both_sexes-4.tsv.bgz
3647,categorical,6158,both_sexes,1,,Why reduced smoking,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Smoking,1890.0,categorical-6158-both_sexes-1.tsv.bgz
3648,categorical,6158,both_sexes,100,,Why reduced smoking,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Smoking,3874.0,categorical-6158-both_sexes-100.tsv.bgz
3649,categorical,6158,both_sexes,2,,Why reduced smoking,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Smoking,1889.0,categorical-6158-both_sexes-2.tsv.bgz
3650,categorical,6158,both_sexes,3,,Why reduced smoking,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Smoking,6337.0,categorical-6158-both_sexes-3.tsv.bgz
3651,categorical,6158,both_sexes,4,,Why reduced smoking,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Smoking,3619.0,categorical-6158-both_sexes-4.tsv.bgz
3652,categorical,6159,both_sexes,1,,Pain type(s) experienced in last month,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Pain,84036.0,categorical-6159-both_sexes-1.tsv.bgz
3653,categorical,6159,both_sexes,100,,Pain type(s) experienced in last month,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Pain,168397.0,categorical-6159-both_sexes-100.tsv.bgz
3654,categorical,6159,both_sexes,2,,Pain type(s) experienced in last month,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Pain,7730.0,categorical-6159-both_sexes-2.tsv.bgz
3655,categorical,6159,both_sexes,3,,Pain type(s) experienced in last month,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Pain,96309.0,categorical-6159-both_sexes-3.tsv.bgz
3656,categorical,6159,both_sexes,4,,Pain type(s) experienced in last month,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Pain,106918.0,categorical-6159-both_sexes-4.tsv.bgz
3657,categorical,6159,both_sexes,5,,Pain type(s) experienced in last month,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Pain,35525.0,categorical-6159-both_sexes-5.tsv.bgz
3658,categorical,6159,both_sexes,6,,Pain type(s) experienced in last month,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Pain,47501.0,categorical-6159-both_sexes-6.tsv.bgz
3659,categorical,6159,both_sexes,7,,Pain type(s) experienced in last month,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Pain,89827.0,categorical-6159-both_sexes-7.tsv.bgz
3660,categorical,6159,both_sexes,8,,Pain type(s) experienced in last month,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Pain,6603.0,categorical-6159-both_sexes-8.tsv.bgz
3661,categorical,6160,both_sexes,1,,Leisure/social activities,UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Social support,125667.0,categorical-6160-both_sexes-1.tsv.bgz
3662,categorical,6160,both_sexes,100,,Leisure/social activities,UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Social support,126966.0,categorical-6160-both_sexes-100.tsv.bgz
3663,categorical,6160,both_sexes,2,,Leisure/social activities,UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Social support,115759.0,categorical-6160-both_sexes-2.tsv.bgz
3664,categorical,6160,both_sexes,3,,Leisure/social activities,UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Social support,60325.0,categorical-6160-both_sexes-3.tsv.bgz
3665,categorical,6160,both_sexes,4,,Leisure/social activities,UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Social support,29885.0,categorical-6160-both_sexes-4.tsv.bgz
3666,categorical,6160,both_sexes,5,,Leisure/social activities,UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Social support,93258.0,categorical-6160-both_sexes-5.tsv.bgz
3667,categorical,6162,both_sexes,1,,Types of transport used (excluding work),UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity,332978.0,categorical-6162-both_sexes-1.tsv.bgz
3668,categorical,6162,both_sexes,100,,Types of transport used (excluding work),UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity,924.0,categorical-6162-both_sexes-100.tsv.bgz
3669,categorical,6162,both_sexes,2,,Types of transport used (excluding work),UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity,205574.0,categorical-6162-both_sexes-2.tsv.bgz
3670,categorical,6162,both_sexes,3,,Types of transport used (excluding work),UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity,124892.0,categorical-6162-both_sexes-3.tsv.bgz
3671,categorical,6162,both_sexes,4,,Types of transport used (excluding work),UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity,29949.0,categorical-6162-both_sexes-4.tsv.bgz
3672,categorical,6164,both_sexes,1,,Types of physical activity in last 4 weeks,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity,300356.0,categorical-6164-both_sexes-1.tsv.bgz
3673,categorical,6164,both_sexes,100,,Types of physical activity in last 4 weeks,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity,24889.0,categorical-6164-both_sexes-100.tsv.bgz
3674,categorical,6164,both_sexes,2,,Types of physical activity in last 4 weeks,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity,202295.0,categorical-6164-both_sexes-2.tsv.bgz
3675,categorical,6164,both_sexes,3,,Types of physical activity in last 4 weeks,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity,43041.0,categorical-6164-both_sexes-3.tsv.bgz
3676,categorical,6164,both_sexes,4,,Types of physical activity in last 4 weeks,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity,216974.0,categorical-6164-both_sexes-4.tsv.bgz
3677,categorical,6164,both_sexes,5,,Types of physical activity in last 4 weeks,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity,182086.0,categorical-6164-both_sexes-5.tsv.bgz
3678,categorical,6177,both_sexes,1,,"Medication for cholesterol, blood pressure or diabetes",UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication,44311.0,categorical-6177-both_sexes-1.tsv.bgz
3679,categorical,6177,both_sexes,100,,"Medication for cholesterol, blood pressure or diabetes",UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication,127175.0,categorical-6177-both_sexes-100.tsv.bgz
3680,categorical,6177,both_sexes,2,,"Medication for cholesterol, blood pressure or diabetes",UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication,47671.0,categorical-6177-both_sexes-2.tsv.bgz
3681,categorical,6177,both_sexes,3,,"Medication for cholesterol, blood pressure or diabetes",UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication,2633.0,categorical-6177-both_sexes-3.tsv.bgz
3682,categorical,6179,both_sexes,1,,Mineral and other dietary supplements,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication,133111.0,categorical-6179-both_sexes-1.tsv.bgz
3683,categorical,6179,both_sexes,100,,Mineral and other dietary supplements,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication,238042.0,categorical-6179-both_sexes-100.tsv.bgz
3684,categorical,6179,both_sexes,2,,Mineral and other dietary supplements,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication,81964.0,categorical-6179-both_sexes-2.tsv.bgz
3685,categorical,6179,both_sexes,3,,Mineral and other dietary supplements,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication,27888.0,categorical-6179-both_sexes-3.tsv.bgz
3686,categorical,6179,both_sexes,4,,Mineral and other dietary supplements,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication,16754.0,categorical-6179-both_sexes-4.tsv.bgz
3687,categorical,6179,both_sexes,5,,Mineral and other dietary supplements,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication,12484.0,categorical-6179-both_sexes-5.tsv.bgz
3688,categorical,6179,both_sexes,6,,Mineral and other dietary supplements,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication,9809.0,categorical-6179-both_sexes-6.tsv.bgz
3689,categorical,670,both_sexes,1,,Type of accommodation lived in,UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Household,381523.0,categorical-670-both_sexes-1.tsv.bgz
3690,categorical,670,both_sexes,100,,Type of accommodation lived in,UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Household,843.0,categorical-670-both_sexes-100.tsv.bgz
3691,categorical,670,both_sexes,2,,Type of accommodation lived in,UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Household,36119.0,categorical-670-both_sexes-2.tsv.bgz
3692,categorical,670,both_sexes,3,,Type of accommodation lived in,UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Household,578.0,categorical-670-both_sexes-3.tsv.bgz
3693,categorical,670,both_sexes,4,,Type of accommodation lived in,UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Household,999.0,categorical-670-both_sexes-4.tsv.bgz
3694,categorical,680,both_sexes,1,,Own or rent accommodation lived in,UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Household,225543.0,categorical-680-both_sexes-1.tsv.bgz
3695,categorical,680,both_sexes,100,,Own or rent accommodation lived in,UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Household,1857.0,categorical-680-both_sexes-100.tsv.bgz
3696,categorical,680,both_sexes,2,,Own or rent accommodation lived in,UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Household,152411.0,categorical-680-both_sexes-2.tsv.bgz
3697,categorical,680,both_sexes,3,,Own or rent accommodation lived in,UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Household,22240.0,categorical-680-both_sexes-3.tsv.bgz
3698,categorical,680,both_sexes,4,,Own or rent accommodation lived in,UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Household,10928.0,categorical-680-both_sexes-4.tsv.bgz
3699,categorical,680,both_sexes,5,,Own or rent accommodation lived in,UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Household,1066.0,categorical-680-both_sexes-5.tsv.bgz
3700,categorical,680,both_sexes,6,,Own or rent accommodation lived in,UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Household,2763.0,categorical-680-both_sexes-6.tsv.bgz
3701,categorical,COVID19,both_sexes,ANA2,2,Hospitalized vs non-hospitalized (among COVID-19 positive),,629.0,categorical-COVID19-both_sexes-ANA2-02.tsv.bgz
3702,categorical,COVID19,both_sexes,ANA2,3,Hospitalized vs non-hospitalized (among COVID-19 positive),,714.0,categorical-COVID19-both_sexes-ANA2-03.tsv.bgz
3703,categorical,COVID19,both_sexes,ANA2,4,Hospitalized vs non-hospitalized (among COVID-19 positive),,759.0,categorical-COVID19-both_sexes-ANA2-04.tsv.bgz
3704,categorical,COVID19,both_sexes,ANA5,2,COVID-19 positive (controls include untested),,813.0,categorical-COVID19-both_sexes-ANA5-02.tsv.bgz
3705,categorical,COVID19,both_sexes,ANA5,3,COVID-19 positive (controls include untested),,1010.0,categorical-COVID19-both_sexes-ANA5-03.tsv.bgz
3706,categorical,COVID19,both_sexes,ANA5,4,COVID-19 positive (controls include untested),,1127.0,categorical-COVID19-both_sexes-ANA5-04.tsv.bgz
3707,categorical,COVID19,both_sexes,ANA5_england_controls,2,"COVID-19 positive (controls include untested), only patients from centers in England",,812.0,categorical-COVID19-both_sexes-ANA5_england_controls-02.tsv.bgz
3708,categorical,COVID19,both_sexes,ANA5_england_controls,3,"COVID-19 positive (controls include untested), only patients from centers in England",,1009.0,categorical-COVID19-both_sexes-ANA5_england_controls-03.tsv.bgz
3709,categorical,COVID19,both_sexes,ANA5_england_controls,4,"COVID-19 positive (controls include untested), only patients from centers in England",,1124.0,categorical-COVID19-both_sexes-ANA5_england_controls-04.tsv.bgz
3710,categorical,COVID19,both_sexes,ANA5_strict,2,COVID-19 positive (controls only COVID-19 negative),,813.0,categorical-COVID19-both_sexes-ANA5_strict-02.tsv.bgz
3711,categorical,COVID19,both_sexes,ANA5_strict,3,COVID-19 positive (controls only COVID-19 negative),,1010.0,categorical-COVID19-both_sexes-ANA5_strict-03.tsv.bgz
3712,categorical,COVID19,both_sexes,ANA5_strict,4,COVID-19 positive (controls only COVID-19 negative),,1127.0,categorical-COVID19-both_sexes-ANA5_strict-04.tsv.bgz
3713,categorical,COVID19,both_sexes,ANA6,2,Hospitalized vs non-hospitalized (controls include untested),,629.0,categorical-COVID19-both_sexes-ANA6-02.tsv.bgz
3714,categorical,COVID19,both_sexes,ANA6,3,Hospitalized vs non-hospitalized (controls include untested),,714.0,categorical-COVID19-both_sexes-ANA6-03.tsv.bgz
3715,categorical,COVID19,both_sexes,ANA6,4,Hospitalized vs non-hospitalized (controls include untested),,759.0,categorical-COVID19-both_sexes-ANA6-04.tsv.bgz
3716,continuous,100001,both_sexes,,irnt,Food weight,Online follow-up > Diet by 24-hour recall > Estimated nutrients yesterday,58916.0,continuous-100001-both_sexes-irnt.tsv.bgz
3717,continuous,100002,both_sexes,,irnt,Energy,Online follow-up > Diet by 24-hour recall > Estimated nutrients yesterday,58916.0,continuous-100002-both_sexes-irnt.tsv.bgz
3718,continuous,100003,both_sexes,,irnt,Protein,Online follow-up > Diet by 24-hour recall > Estimated nutrients yesterday,58916.0,continuous-100003-both_sexes-irnt.tsv.bgz
3719,continuous,100004,both_sexes,,irnt,Fat,Online follow-up > Diet by 24-hour recall > Estimated nutrients yesterday,58916.0,continuous-100004-both_sexes-irnt.tsv.bgz
3720,continuous,100005,both_sexes,,irnt,Carbohydrate,Online follow-up > Diet by 24-hour recall > Estimated nutrients yesterday,58916.0,continuous-100005-both_sexes-irnt.tsv.bgz
3721,continuous,100006,both_sexes,,irnt,Saturated fat,Online follow-up > Diet by 24-hour recall > Estimated nutrients yesterday,58916.0,continuous-100006-both_sexes-irnt.tsv.bgz
3722,continuous,100007,both_sexes,,irnt,Polyunsaturated fat,Online follow-up > Diet by 24-hour recall > Estimated nutrients yesterday,58916.0,continuous-100007-both_sexes-irnt.tsv.bgz
3723,continuous,100008,both_sexes,,irnt,Total sugars,Online follow-up > Diet by 24-hour recall > Estimated nutrients yesterday,58916.0,continuous-100008-both_sexes-irnt.tsv.bgz
3724,continuous,100009,both_sexes,,irnt,Englyst dietary fibre,Online follow-up > Diet by 24-hour recall > Estimated nutrients yesterday,58916.0,continuous-100009-both_sexes-irnt.tsv.bgz
3725,continuous,100010,both_sexes,,,Portion size,Online follow-up > Diet by 24-hour recall > Typical diet yesterday,58890.0,continuous-100010-both_sexes.tsv.bgz
3726,continuous,100011,both_sexes,,irnt,Iron,Online follow-up > Diet by 24-hour recall > Estimated nutrients yesterday,58916.0,continuous-100011-both_sexes-irnt.tsv.bgz
3727,continuous,100012,both_sexes,,irnt,Vitamin B6,Online follow-up > Diet by 24-hour recall > Estimated nutrients yesterday,58916.0,continuous-100012-both_sexes-irnt.tsv.bgz
3728,continuous,100013,both_sexes,,irnt,Vitamin B12,Online follow-up > Diet by 24-hour recall > Estimated nutrients yesterday,58916.0,continuous-100013-both_sexes-irnt.tsv.bgz
3729,continuous,100014,both_sexes,,irnt,Folate,Online follow-up > Diet by 24-hour recall > Estimated nutrients yesterday,58916.0,continuous-100014-both_sexes-irnt.tsv.bgz
3730,continuous,100015,both_sexes,,irnt,Vitamin C,Online follow-up > Diet by 24-hour recall > Estimated nutrients yesterday,58916.0,continuous-100015-both_sexes-irnt.tsv.bgz
3731,continuous,100016,both_sexes,,irnt,Potassium,Online follow-up > Diet by 24-hour recall > Estimated nutrients yesterday,58916.0,continuous-100016-both_sexes-irnt.tsv.bgz
3732,continuous,100017,both_sexes,,irnt,Magnesium,Online follow-up > Diet by 24-hour recall > Estimated nutrients yesterday,58916.0,continuous-100017-both_sexes-irnt.tsv.bgz
3733,continuous,100018,both_sexes,,irnt,Retinol,Online follow-up > Diet by 24-hour recall > Estimated nutrients yesterday,57126.0,continuous-100018-both_sexes-irnt.tsv.bgz
3734,continuous,100019,both_sexes,,irnt,Carotene,Online follow-up > Diet by 24-hour recall > Estimated nutrients yesterday,58916.0,continuous-100019-both_sexes-irnt.tsv.bgz
3735,continuous,100021,both_sexes,,irnt,Vitamin D,Online follow-up > Diet by 24-hour recall > Estimated nutrients yesterday,58916.0,continuous-100021-both_sexes-irnt.tsv.bgz
3736,continuous,100022,both_sexes,,,Alcohol,Online follow-up > Diet by 24-hour recall > Estimated nutrients yesterday,58916.0,continuous-100022-both_sexes.tsv.bgz
3737,continuous,100023,both_sexes,,irnt,Starch,Online follow-up > Diet by 24-hour recall > Estimated nutrients yesterday,58916.0,continuous-100023-both_sexes-irnt.tsv.bgz
3738,continuous,100024,both_sexes,,irnt,Calcium,Online follow-up > Diet by 24-hour recall > Estimated nutrients yesterday,58916.0,continuous-100024-both_sexes-irnt.tsv.bgz
3739,continuous,100025,both_sexes,,irnt,Vitamin E,Online follow-up > Diet by 24-hour recall > Estimated nutrients yesterday,58916.0,continuous-100025-both_sexes-irnt.tsv.bgz
3740,continuous,1001,both_sexes,,,Duration of strenuous sports,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity,42611.0,continuous-1001-both_sexes.tsv.bgz
3741,continuous,100150,both_sexes,,,Drinking water intake,Online follow-up > Diet by 24-hour recall > Hot/cold beverages yesterday,58890.0,continuous-100150-both_sexes.tsv.bgz
3742,continuous,100160,both_sexes,,,Low calorie drink intake,Online follow-up > Diet by 24-hour recall > Hot/cold beverages yesterday,58890.0,continuous-100160-both_sexes.tsv.bgz
3743,continuous,100170,both_sexes,,,Fizzy drink intake,Online follow-up > Diet by 24-hour recall > Hot/cold beverages yesterday,58890.0,continuous-100170-both_sexes.tsv.bgz
3744,continuous,100180,both_sexes,,,Squash intake,Online follow-up > Diet by 24-hour recall > Hot/cold beverages yesterday,58890.0,continuous-100180-both_sexes.tsv.bgz
3745,continuous,100190,both_sexes,,,Orange juice intake,Online follow-up > Diet by 24-hour recall > Hot/cold beverages yesterday,58890.0,continuous-100190-both_sexes.tsv.bgz
3746,continuous,100200,both_sexes,,,Grapefruit juice intake,Online follow-up > Diet by 24-hour recall > Hot/cold beverages yesterday,58884.0,continuous-100200-both_sexes.tsv.bgz
3747,continuous,100210,both_sexes,,,Pure fruit/vegetable juice intake,Online follow-up > Diet by 24-hour recall > Hot/cold beverages yesterday,58890.0,continuous-100210-both_sexes.tsv.bgz
3748,continuous,100220,both_sexes,,,Fruit smoothie intake,Online follow-up > Diet by 24-hour recall > Hot/cold beverages yesterday,58884.0,continuous-100220-both_sexes.tsv.bgz
3749,continuous,100230,both_sexes,,,Dairy smoothie intake,Online follow-up > Diet by 24-hour recall > Hot/cold beverages yesterday,58883.0,continuous-100230-both_sexes.tsv.bgz
3750,continuous,100250,both_sexes,,,Instant coffee intake,Online follow-up > Diet by 24-hour recall > Hot/cold beverages yesterday,58890.0,continuous-100250-both_sexes.tsv.bgz
3751,continuous,100270,both_sexes,,,Filtered coffee intake,Online follow-up > Diet by 24-hour recall > Hot/cold beverages yesterday,58890.0,continuous-100270-both_sexes.tsv.bgz
