phen_id,trait_type,phenocode,pheno_sex,coding,modifier,description,category,n_cases_EUR,filename
3752,continuous,100290,both_sexes,,,Cappuccino intake,Online follow-up > Diet by 24-hour recall > Hot/cold beverages yesterday,58884.0,continuous-100290-both_sexes.tsv.bgz
3753,continuous,100300,both_sexes,,,Latte intake,Online follow-up > Diet by 24-hour recall > Hot/cold beverages yesterday,58886.0,continuous-100300-both_sexes.tsv.bgz
3754,continuous,100310,both_sexes,,,Espresso intake,Online follow-up > Diet by 24-hour recall > Hot/cold beverages yesterday,58890.0,continuous-100310-both_sexes.tsv.bgz
3755,continuous,100330,both_sexes,,,Other coffee type,Online follow-up > Diet by 24-hour recall > Hot/cold beverages yesterday,,continuous-100330-both_sexes.tsv.bgz
3756,continuous,100370,both_sexes,,,Intake of sugar added to coffee,Online follow-up > Diet by 24-hour recall > Hot/cold beverages yesterday,58890.0,continuous-100370-both_sexes.tsv.bgz
3757,continuous,100380,both_sexes,,,Intake of artificial sweetener added to coffee,Online follow-up > Diet by 24-hour recall > Hot/cold beverages yesterday,58890.0,continuous-100380-both_sexes.tsv.bgz
3758,continuous,100400,both_sexes,,,Standard tea intake,Online follow-up > Diet by 24-hour recall > Hot/cold beverages yesterday,58890.0,continuous-100400-both_sexes.tsv.bgz
3759,continuous,100410,both_sexes,,,Rooibos tea intake,Online follow-up > Diet by 24-hour recall > Hot/cold beverages yesterday,58890.0,continuous-100410-both_sexes.tsv.bgz
3760,continuous,100420,both_sexes,,,Green tea intake,Online follow-up > Diet by 24-hour recall > Hot/cold beverages yesterday,58890.0,continuous-100420-both_sexes.tsv.bgz
3761,continuous,100430,both_sexes,,,Herbal tea intake,Online follow-up > Diet by 24-hour recall > Hot/cold beverages yesterday,58890.0,continuous-100430-both_sexes.tsv.bgz
3762,continuous,100440,both_sexes,,,Other tea intake,Online follow-up > Diet by 24-hour recall > Hot/cold beverages yesterday,58890.0,continuous-100440-both_sexes.tsv.bgz
3763,continuous,100490,both_sexes,,,Intake of sugar added to tea,Online follow-up > Diet by 24-hour recall > Hot/cold beverages yesterday,58890.0,continuous-100490-both_sexes.tsv.bgz
3764,continuous,100500,both_sexes,,,Intake of artificial sweetener added to tea,Online follow-up > Diet by 24-hour recall > Hot/cold beverages yesterday,58890.0,continuous-100500-both_sexes.tsv.bgz
3765,continuous,100520,both_sexes,,,Milk intake,Online follow-up > Diet by 24-hour recall > Hot/cold beverages yesterday,58884.0,continuous-100520-both_sexes.tsv.bgz
3766,continuous,100530,both_sexes,,,Flavoured milk intake,Online follow-up > Diet by 24-hour recall > Hot/cold beverages yesterday,58882.0,continuous-100530-both_sexes.tsv.bgz
3767,continuous,100540,both_sexes,,,Low calorie hot chocolate intake,Online follow-up > Diet by 24-hour recall > Hot/cold beverages yesterday,,continuous-100540-both_sexes.tsv.bgz
3768,continuous,100550,both_sexes,,,Hot chocolate intake,Online follow-up > Diet by 24-hour recall > Hot/cold beverages yesterday,58880.0,continuous-100550-both_sexes.tsv.bgz
3769,continuous,100560,both_sexes,,,Other drink intake,Online follow-up > Diet by 24-hour recall > Hot/cold beverages yesterday,58890.0,continuous-100560-both_sexes.tsv.bgz
3770,continuous,100590,both_sexes,,,Red wine intake,Online follow-up > Diet by 24-hour recall > Alcoholic beverages yesterday,58890.0,continuous-100590-both_sexes.tsv.bgz
3771,continuous,100630,both_sexes,,,Rose wine intake,Online follow-up > Diet by 24-hour recall > Alcoholic beverages yesterday,58890.0,continuous-100630-both_sexes.tsv.bgz
3772,continuous,100670,both_sexes,,,White wine intake,Online follow-up > Diet by 24-hour recall > Alcoholic beverages yesterday,58890.0,continuous-100670-both_sexes.tsv.bgz
3773,continuous,100710,both_sexes,,,Beer/cider intake,Online follow-up > Diet by 24-hour recall > Alcoholic beverages yesterday,58890.0,continuous-100710-both_sexes.tsv.bgz
3774,continuous,100720,both_sexes,,,Fortified wine intake,Online follow-up > Diet by 24-hour recall > Alcoholic beverages yesterday,58883.0,continuous-100720-both_sexes.tsv.bgz
3775,continuous,100730,both_sexes,,,Spirits intake,Online follow-up > Diet by 24-hour recall > Alcoholic beverages yesterday,58890.0,continuous-100730-both_sexes.tsv.bgz
3776,continuous,100740,both_sexes,,,Other alcohol intake,Online follow-up > Diet by 24-hour recall > Alcoholic beverages yesterday,,continuous-100740-both_sexes.tsv.bgz
3777,continuous,100770,both_sexes,,,Porridge intake,Online follow-up > Diet by 24-hour recall > Cereal yesterday,58890.0,continuous-100770-both_sexes.tsv.bgz
3778,continuous,100800,both_sexes,,,Muesli intake,Online follow-up > Diet by 24-hour recall > Cereal yesterday,58890.0,continuous-100800-both_sexes.tsv.bgz
3779,continuous,100810,both_sexes,,,Oat crunch intake,Online follow-up > Diet by 24-hour recall > Cereal yesterday,58890.0,continuous-100810-both_sexes.tsv.bgz
3780,continuous,100820,both_sexes,,,Sweetened cereal intake,Online follow-up > Diet by 24-hour recall > Cereal yesterday,58890.0,continuous-100820-both_sexes.tsv.bgz
3781,continuous,100830,both_sexes,,,Plain cereal intake,Online follow-up > Diet by 24-hour recall > Cereal yesterday,58890.0,continuous-100830-both_sexes.tsv.bgz
3782,continuous,100840,both_sexes,,,Bran cereal intake,Online follow-up > Diet by 24-hour recall > Cereal yesterday,58890.0,continuous-100840-both_sexes.tsv.bgz
3783,continuous,100850,both_sexes,,,Whole-wheat cereal intake,Online follow-up > Diet by 24-hour recall > Cereal yesterday,58890.0,continuous-100850-both_sexes.tsv.bgz
3784,continuous,100860,both_sexes,,,Other cereal intake,Online follow-up > Diet by 24-hour recall > Cereal yesterday,58890.0,continuous-100860-both_sexes.tsv.bgz
3785,continuous,100900,both_sexes,,,Intake of sugar added to cereal,Online follow-up > Diet by 24-hour recall > Cereal yesterday,58890.0,continuous-100900-both_sexes.tsv.bgz
3786,continuous,100910,both_sexes,,,Intake of artificial sweetener added to cereal,Online follow-up > Diet by 24-hour recall > Cereal yesterday,58890.0,continuous-100910-both_sexes.tsv.bgz
3787,continuous,100950,both_sexes,,,Sliced bread intake,Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday,58890.0,continuous-100950-both_sexes.tsv.bgz
3788,continuous,101020,both_sexes,,,Baguette intake,Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday,58884.0,continuous-101020-both_sexes.tsv.bgz
3789,continuous,101090,both_sexes,,,Bap intake,Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday,58890.0,continuous-101090-both_sexes.tsv.bgz
3790,continuous,1011,both_sexes,,,Frequency of light DIY in last 4 weeks,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity,209736.0,continuous-1011-both_sexes.tsv.bgz
3791,continuous,101160,both_sexes,,,Bread roll intake,Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday,58882.0,continuous-101160-both_sexes.tsv.bgz
3792,continuous,101230,both_sexes,,,Naan bread intake,Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday,58885.0,continuous-101230-both_sexes.tsv.bgz
3793,continuous,101240,both_sexes,,,Garlic bread intake,Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday,58885.0,continuous-101240-both_sexes.tsv.bgz
3794,continuous,101250,both_sexes,,,Crispbread intake,Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday,58890.0,continuous-101250-both_sexes.tsv.bgz
3795,continuous,101260,both_sexes,,,Oatcakes intake,Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday,58890.0,continuous-101260-both_sexes.tsv.bgz
3796,continuous,101270,both_sexes,,,Other bread intake,Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday,58890.0,continuous-101270-both_sexes.tsv.bgz
3797,continuous,101310,both_sexes,,,Number of bread slices with butter/margarine,Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday,58890.0,continuous-101310-both_sexes.tsv.bgz
3798,continuous,101350,both_sexes,,,Number of baguettes with butter/margarine,Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday,58883.0,continuous-101350-both_sexes.tsv.bgz
3799,continuous,101390,both_sexes,,,Number of baps with  butter/margarine,Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday,,continuous-101390-both_sexes.tsv.bgz
3800,continuous,101430,both_sexes,,,Number of bread rolls with  butter/margarine,Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday,58880.0,continuous-101430-both_sexes.tsv.bgz
3801,continuous,101470,both_sexes,,,Number of crackers/crispbreads with butter/margarine,Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday,58890.0,continuous-101470-both_sexes.tsv.bgz
3802,continuous,101550,both_sexes,,,Number of other bread types with  butter/margarine,Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday,58874.0,continuous-101550-both_sexes.tsv.bgz
3803,continuous,101970,both_sexes,,,Double crust pastry intake,Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday,58883.0,continuous-101970-both_sexes.tsv.bgz
3804,continuous,101980,both_sexes,,,Single crust pastry intake,Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday,58890.0,continuous-101980-both_sexes.tsv.bgz
3805,continuous,101990,both_sexes,,,Crumble intake,Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday,58890.0,continuous-101990-both_sexes.tsv.bgz
3806,continuous,102,both_sexes,,irnt,"Pulse rate, automated reading",UK Biobank Assessment Centre > Physical measures > Blood pressure,396667.0,continuous-102-both_sexes-irnt.tsv.bgz
3807,continuous,102000,both_sexes,,,Pizza intake,Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday,58890.0,continuous-102000-both_sexes.tsv.bgz
3808,continuous,102030,both_sexes,,,Yorkshire pudding intake,Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday,58890.0,continuous-102030-both_sexes.tsv.bgz
3809,continuous,102040,both_sexes,,,Indian snacks intake,Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday,,continuous-102040-both_sexes.tsv.bgz
3810,continuous,102050,both_sexes,,,Croissant intake,Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday,58886.0,continuous-102050-both_sexes.tsv.bgz
3811,continuous,102060,both_sexes,,,Danish pastry intake,Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday,58885.0,continuous-102060-both_sexes.tsv.bgz
3812,continuous,102070,both_sexes,,,Scone intake,Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday,58890.0,continuous-102070-both_sexes.tsv.bgz
3813,continuous,102090,both_sexes,,,Yogurt intake,Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday,58890.0,continuous-102090-both_sexes.tsv.bgz
3814,continuous,1021,both_sexes,,,Duration of light DIY,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity,208589.0,continuous-1021-both_sexes.tsv.bgz
3815,continuous,102120,both_sexes,,,Ice-cream intake,Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday,58890.0,continuous-102120-both_sexes.tsv.bgz
3816,continuous,102140,both_sexes,,,Milk-based pudding intake,Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday,58889.0,continuous-102140-both_sexes.tsv.bgz
3817,continuous,102150,both_sexes,,,Other milk-based pudding intake,Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday,58885.0,continuous-102150-both_sexes.tsv.bgz
3818,continuous,102180,both_sexes,,,Fruitcake intake,Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday,58890.0,continuous-102180-both_sexes.tsv.bgz
3819,continuous,102190,both_sexes,,,Cake intake,Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday,58890.0,continuous-102190-both_sexes.tsv.bgz
3820,continuous,102210,both_sexes,,,Sponge pudding intake,Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday,58884.0,continuous-102210-both_sexes.tsv.bgz
3821,continuous,102220,both_sexes,,,Cheesecake intake,Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday,58889.0,continuous-102220-both_sexes.tsv.bgz
3822,continuous,102230,both_sexes,,,Other dessert intake,Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday,58890.0,continuous-102230-both_sexes.tsv.bgz
3823,continuous,102260,both_sexes,,,Chocolate bar intake,Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday,58885.0,continuous-102260-both_sexes.tsv.bgz
3824,continuous,102280,both_sexes,,,Milk chocolate intake,Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday,58887.0,continuous-102280-both_sexes.tsv.bgz
3825,continuous,102290,both_sexes,,,Dark chocolate intake,Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday,58887.0,continuous-102290-both_sexes.tsv.bgz
3826,continuous,102310,both_sexes,,,Chocolate sweet intake,Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday,58890.0,continuous-102310-both_sexes.tsv.bgz
3827,continuous,102320,both_sexes,,,Diet sweets intake,Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday,,continuous-102320-both_sexes.tsv.bgz
3828,continuous,102330,both_sexes,,,Sweets intake,Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday,58890.0,continuous-102330-both_sexes.tsv.bgz
3829,continuous,102340,both_sexes,,,Chocolate-covered biscuits intake,Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday,58890.0,continuous-102340-both_sexes.tsv.bgz
3830,continuous,102350,both_sexes,,,Chocolate biscuits intake,Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday,58890.0,continuous-102350-both_sexes.tsv.bgz
3831,continuous,102360,both_sexes,,,Sweet biscuits intake,Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday,58890.0,continuous-102360-both_sexes.tsv.bgz
3832,continuous,102370,both_sexes,,,Cereal bar intake,Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday,58887.0,continuous-102370-both_sexes.tsv.bgz
3833,continuous,102380,both_sexes,,,Other sweets intake,Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday,58890.0,continuous-102380-both_sexes.tsv.bgz
3834,continuous,102410,both_sexes,,,Salted peanuts intake,Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday,58890.0,continuous-102410-both_sexes.tsv.bgz
3835,continuous,102420,both_sexes,,,Unsalted peanuts intake,Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday,,continuous-102420-both_sexes.tsv.bgz
3836,continuous,102430,both_sexes,,,Salted nuts intake,Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday,58890.0,continuous-102430-both_sexes.tsv.bgz
3837,continuous,102440,both_sexes,,,Unsalted nuts intake,Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday,58890.0,continuous-102440-both_sexes.tsv.bgz
3838,continuous,102450,both_sexes,,,Seeds intake,Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday,58890.0,continuous-102450-both_sexes.tsv.bgz
3839,continuous,102460,both_sexes,,,Crisp intake,Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday,58890.0,continuous-102460-both_sexes.tsv.bgz
3840,continuous,102490,both_sexes,,,Olives intake,Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday,58890.0,continuous-102490-both_sexes.tsv.bgz
3841,continuous,102500,both_sexes,,,Other savoury snack intake,Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday,58890.0,continuous-102500-both_sexes.tsv.bgz
3842,continuous,102530,both_sexes,,,Powdered/instant soup intake,Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday,58883.0,continuous-102530-both_sexes.tsv.bgz
